title;year;rating;studio;duration;must_see;metascore;user_score;number_critics;number_users;genre;director;writer;summary
Pépé le Moko (re-release);2002;Not Rated;Arthur Mayer & Joseph Burstyn;1 h 34 m;False;98;5.9;12;18.0;Crime, Drama, Romance;Julien Duvivier;Henri La Barthe, Jacques Constant, Henri Jeanson, Julien Duvivier;A re-release of Julien Divivier's 1937 romantic crime classic.
The Treasure of the Sierra Madre;1948;Approved;Warner Bros.;2 h 6 m;False;98;8.1;10;146.0;Adventure, Drama, Western;John Huston;B. Traven, John Huston;Fred Dobbs and Bob Curtin, two Americans searching for work in Mexico, convince an old prospector to help them mine for gold in the Sierra Madre Mountains.
Pan's Labyrinth;2006;R;Picturehouse;1 h 58 m;True;98;8.8;37;1.0;Drama, Fantasy, War;Guillermo del Toro;Guillermo del Toro;Following a bloody civil war, young Ofelia enters a world of unimaginable cruelty when she moves in with her new stepfather, a tyrannical military officer. Armed with only her imagination, Ofelia discovers a mysterious labyrinth and meets a faun who sets her on a path to saving herself and her ailing mother. But soon, the lines between fantasy and reality begin to blur, and before Ofelia can turn back, she finds herself at the center of a ferocious battle between good and evil. [Warner Bros.].
Some Like It Hot;1959;Approved;United Artists;2 h 1 m;True;98;8.4;19;221.0;Comedy, Music, Romance;Billy Wilder;I.A.L. Diamond, Robert Thoeren, Michael Logan, Billy Wilder;When two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.
North by Northwest;1959;Approved;Metro-Goldwyn-Mayer (MGM);2 h 16 m;True;98;8.1;16;248.0;Action, Adventure, Mystery, Thriller;Alfred Hitchcock;Ernest Lehman;A hapless New York advertising executive is mistaken for a government agent by a group of foreign spies, and is pursued across the country while he looks for a way to survive.
Hoop Dreams;1994;PG-13;Fine Line Features;2 h 50 m;True;98;7.9;19;95.0;Documentary, Drama, Sport;Steve James;;Two inner-city Chicago boys with hopes of becoming professional basketball players struggle to become college players.
Rashomon;1951;Not Rated;RKO Radio Pictures;1 h 28 m;True;98;8.4;18;106.0;Crime, Drama, Mystery;Akira Kurosawa;Ryûnosuke Akutagawa, Shinobu Hashimoto, Akira Kurosawa;The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.
The Passion of Joan of Arc;1929;Passed;M.J. Gourland;1 h 50 m;True;98;8.1;21;12.0;Biography, Drama, History;Carl Theodor Dreyer;Joseph Delteil, Carl Theodor Dreyer;In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.
All About Eve;1950;Approved;Twentieth Century Fox;2 h 18 m;True;98;8.7;15;122.0;Drama;Joseph L. Mankiewicz;Mary Orr, Joseph L. Mankiewicz;An ingenue insinuates herself into the company of an established but aging stage actress and her circle of theater friends.
Metropolis (re-release);2002;Not Rated;Paramount Pictures;2 h 33 m;False;98;8.5;14;228.0;Drama, Sci-Fi;Fritz Lang;Thea von Harbou, Fritz Lang;Possibly the crowning achievement of silent cinema, Fritz Lang's 1927 blockbuster fuses the frenetic storytelling of twenties pulp fiction with Lang's personal fascination with the darker side of human nature.  (Kino International)
Jules and Jim;1962;Not Rated;Janus Films;1 h 45 m;True;97;6.9;18;31.0;Drama, Romance;François Truffaut;Henri-Pierre Roché, Jean Gruault, François Truffaut;Decades of a love triangle concerning two friends and an impulsive woman.
My Left Foot;1989;R;Miramax;1 h 43 m;True;97;8.3;18;104.0;Biography, Drama;Jim Sheridan;Shane Connaughton, Christy Brown, Jim Sheridan;True story of cerebral palsied Christy Brown, who overcame his illness and poverty to become an accomplished artist, poet and writer. 
The Night of the Hunter;1955;Approved;United Artists;1 h 32 m;True;97;8.2;21;143.0;Crime, Drama, Film-Noir, Thriller;Charles Laughton;Davis Grubb, James Agee, Charles Laughton;A traveling preacher's (Robert Mitchum) nefarious motives for marrying a fragile widow (Shelley Winters) are uncovered by her terrified young children.
Ran;1985;R;Orion Classics;2 h 40 m;True;97;8.4;21;206.0;Action, Drama, War;Akira Kurosawa;Hideo Oguni, Masato Ide, William Shakespeare, Akira Kurosawa;An adaptation of William Shakespeare’s King Lear, Ran considers the disastrous consequences of Lord Hidetora Ichimonji’s (Tatsuya Nakadai) decision to split his kingdom among his three sons.
Gone with the Wind;1940;Approved;Metro-Goldwyn-Mayer (MGM);3 h 58 m;True;97;8.2;19;274.0;Drama, Romance, War;Victor Fleming, George Cukor, Sam Wood;Margaret Mitchell, Sidney Howard, Oliver H.P. Garrett, Ben Hecht, Jo Swerling, John Van Druten;A Southern belle struggles with the devastation of the Civil War and Reconstruction. This classic won 8 Academy Awards, including Best Picture.
The Third Man;1949;TV-PG;Selznick Releasing Organization;1 h 44 m;True;97;8.4;30;122.0;Film-Noir, Mystery, Thriller;Carol Reed;Graham Greene, Orson Welles, Alexander Korda, Carol Reed;Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;1964;Approved;Columbia Pictures;1 h 35 m;True;97;8.3;32;835.0;Comedy, War;Stanley Kubrick;Terry Southern, Peter George, Stanley Kubrick;Through a series of military and political accidents, a psychotic general - U.S. Air Force Commander Jack D. Ripper (Hayden) - triggers an ingenious, irrevocable scheme to attack Russia's strategic targets with nuclear bombs. The U.S. President (Sellers) and Dr. Strangelove (Sellers), a wheelchair-bound nuclear scientist who has bizarre ideas about man's future, work with the Soviet premier in a desperate effort to save the world..
Quo Vadis, Aida?;2021;Approved;Neon;1 h 41 m;True;97;8.1;16;145.0;Drama, History, War;Jasmila Zbanic;Hasan Nuhanovic, Jasmila Zbanic;Bosnia, July 11th 1995.  Aida is a translator for the United Nations in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp. As an insider to the negotiations Aida has access to crucial information that she needs to interpret. What is at the horizon for her family and people - rescue or death? Which move should she take? [Super LTD].
Rififi (re-release);2000;Not Rated;Rialto Pictures;1 h 58 m;False;97;8.1;13;47.0;Crime, Drama, Thriller;Jules Dassin;Auguste Le Breton, René Wheeler, Jules Dassin;"A reissue of a classic French caper thriller in which Tony, fresh out of prison, teams with three cohorts to pull off a major jewel heist which goes awry.  The film's title is slang for ""rough stuff,"" and it's robbery sequence is famous for its exciting, completely silent robbery scene."
Psycho;1960;Approved;Paramount Pictures;1 h 49 m;True;97;8.7;18;620.0;Horror, Mystery, Thriller;Alfred Hitchcock;Joseph Stefano, Robert Bloch;A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man, Norman Bates (Anthony Perkins) under the domination of his mother.
4 Months, 3 Weeks and 2 Days;2008;Not Rated;IFC Films;1 h 53 m;True;97;8.0;37;243.0;Drama;Cristian Mungiu;Cristian Mungiu;During the final days of communism in Romania, two college roommates Otilia and Gabita are busy preparing for a night away. But rather than planning for a holiday, they are making arrangements for Gabita's illegal abortion and unwittingly, both find themselves burrowing deep down a rabbit hole of unexpected revelations. [IFC Films]
Parasite;2019;R;Neon;2 h 12 m;True;97;8.7;56;1.0;Drama, Thriller;Bong Joon Ho;Han Jin-won, Bong Joon Ho;Meet the Park Family: the picture of aspirational wealth. And the Kim Family, rich in street smarts but not much else. Be it chance or fate, these two houses are brought together and the Kims sense a golden opportunity. Masterminded by college-aged Ki-woo, the Kim children expediently install themselves as tutor and art therapist, to the Parks. Soon, a symbiotic relationship forms between the two families. The Kims provide “indispensable” luxury services while the Parks obliviously bankroll their entire household. When a parasitic interloper threatens the Kims’ newfound comfort, a savage, underhanded battle for dominance breaks out, threatening to destroy the fragile ecosystem between the Kims and the Parks. [Neon].
Battleship Potemkin;1926;TV-14;Amkino Corporation;1 h 15 m;True;97;8.6;22;46.0;Drama, History, Thriller, War;Sergei Eisenstein;Nina Agadzhanova, Grigoriy Aleksandrov, Nikolay Aseev, Sergey Tretyakov, Sergei Eisenstein;In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.
A Streetcar Named Desire;1951;Approved;Warner Bros.;2 h 2 m;True;97;8.3;20;86.0;Drama;Elia Kazan;Tennessee Williams, Oscar Saul;Disturbed Blanche DuBois (Vivien Leigh) moves in with her sister in New Orleans and is tormented by her brutish brother-in-law (Marlon Brando) while her reality crumbles around her.
The Maltese Falcon;1941;Approved;Warner Bros.;1 h 40 m;True;97;8.4;16;118.0;Crime, Film-Noir, Mystery, Romance;John Huston;Dashiell Hammett, John Huston;A private detective (Humphrey Bogart) takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.
American Graffiti;1973;PG;Universal Pictures;1 h 50 m;True;97;7.3;15;96.0;Comedy, Drama;George Lucas;Gloria Katz, Willard Huyck, George Lucas;A couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.
12 Angry Men;1957;Approved;United Artists;1 h 36 m;True;97;8.7;18;698.0;Crime, Drama;Sidney Lumet;Reginald Rose;12 Angry Men, by Sidney Lumet, is a behind-closed-doors look at the American legal system. This iconic adaptation of Reginald Rose’s teleplay stars Henry Fonda as the dissenting member on a jury of white men ready to pass judgment on a Puerto Rican teenager charged with murdering his father. The result is a saga of epic proportions that plays out over a tense afternoon in one sweltering room..
Dumbo;1941;Approved;RKO Radio Pictures;1 h 4 m;False;96;7.5;11;161.0;Animation, Adventure, Drama, Family, Fantasy, Musical;Samuel Armstrong, Norman Ferguson, Wilfred Jackson, Jack Kinney, Bill Roberts, Ben Sharpsteen, John Elliotte;Joe Grant, Dick Huemer, Otto Englander, Joe Rinaldi, Helen Aberson, Webb Smith, Vernon Stallings, Aurelius Battaglia, Bill Peet, Harold Pearl;This simple animated tale is set in a circus and spotlights a baby elephant, Dumbo, who is mocked and ridiculed because his ears are too big, only to be assisted by a mouse to achieve his full potential.
Roma;2018;R;Netflix;2 h 15 m;True;96;7.6;50;873.0;Drama;Alfonso Cuarón;Alfonso Cuarón;Roma follows Cleo (Yalitza Aparicio), a young domestic worker for a family in the middle-class neighborhood of Roma in Mexico City. Delivering an artful love letter to the women who raised him, Cuarón draws on his own childhood to create a vivid and emotional portrait of domestic strife and social hierarchy amidst political turmoil of the 1970s. [Netflix].
Man with a Movie Camera;1929;Not Rated;Amkino Corporation;1 h 8 m;True;96;6.8;16;8.0;Documentary;Dziga Vertov;Dziga Vertov;A man travels around a city with a camera slung over his shoulder, documenting urban life with dazzling invention.
Spirited Away;2002;PG;Buena Vista Pictures Distribution;2 h 5 m;True;96;8.8;41;1.0;Animation, Adventure, Family, Fantasy, Mystery;Hayao Miyazaki;Hayao Miyazaki;A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free herself and return her family to the outside world. [Walt Disney Studios]
Toy Story;1995;G;Buena Vista Pictures Distribution;1 h 21 m;True;96;8.8;26;1.0;Animation, Adventure, Comedy, Family, Fantasy;John Lasseter;Pete Docter, Andrew Stanton, Joe Ranft, Joss Whedon, Joel Cohen, Alec Sokolow, John Lasseter;Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences. [Pixar]
Summer of Soul (...Or, When the Revolution Could Not Be Televised);2021;PG-13;Searchlight Pictures;1 h 58 m;True;96;7.4;38;65.0;Documentary, History, Music;Questlove;;In 1969, during the same summer as Woodstock, a different music festival took place 100 miles away. More than 300,000 people attended the summer concert series known as the Harlem Cultural Festival. It was filmed, but after that summer, the footage sat in a basement for 50 years. It has never been seen. Until now. [Sundance]
The Shop Around the Corner;1940;Approved;Metro-Goldwyn-Mayer (MGM);1 h 39 m;True;96;7.5;15;32.0;Comedy, Drama, Romance;Ernst Lubitsch;Samson Raphaelson, Miklós László, Ben Hecht;Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.
Rosemary's Baby;1968;R;Paramount Pictures;2 h 17 m;True;96;8.3;15;286.0;Drama, Horror;Roman Polanski;Ira Levin, Roman Polanski;A young couple move into an apartment, only to be surrounded by peculiar neighbors and occurrences. When the wife becomes mysteriously pregnant, paranoia over the safety of her unborn child begins to control her life.
12 Years a Slave;2013;R;Fox Searchlight Pictures;2 h 14 m;True;96;8.1;57;1.0;Biography, Drama, History;Steve McQueen;John Ridley, Solomon Northup;In the pre-Civil War United States, Solomon Northup, a free black man living in upstate New York, is abducted and sold into slavery.
Manchester by the Sea;2016;R;Roadside Attractions;2 h 17 m;True;96;8.2;53;1.0;Drama;Kenneth Lonergan;Kenneth Lonergan;After the death of his older brother Joe (Kyle Chandler), Lee Chandler (Casey Affleck) is shocked to learn that Joe has made him sole guardian of his nephew Patrick (Lucas Hedges). Taking leave of his job, Lee reluctantly returns to Manchester-by-the-Sea to care for Patrick, a spirited 15-year-old, and is forced to deal with a past that separated him from his wife Randi (Michelle Williams) and the community where he was born and raised.   Bonded by the man who held their family together, Lee and Patrick struggle to adjust to a world without him..
The Battle of Algiers;2004;Not Rated;Rizzoli;2 h 1 m;True;96;8.3;22;72.0;Drama, War;Gillo Pontecorvo;Franco Solinas, Gillo Pontecorvo;The Battle of Algiers re-creates a key year in the tumultuous Algerian struggle for independence from the occupying French in the 1950s. As violence escalates on both sides, children shoot soldiers at point-blank range, women plant bombs in cafés, and French soldiers resort to torture to break the will of the insurgents. Shot on the streets of Algiers in documentary style, the film is a case study in modern warfare, with its terrorist attacks and the brutal techniques used to combat them. .
A Hard Day's Night;1964;G;United Artists;1 h 27 m;True;96;8.3;24;84.0;Comedy, Musical;Richard Lester;Alun Owen;Meet the Beatles! Just one month after they exploded onto the U.S. scene with their Ed Sullivan Show appearance, John, Paul, George, and Ringo began working on a project that would bring their revolutionary talent to the big screen. A Hard Day’s Night, in which the bandmates play cheeky comic versions of themselves, captured the astonishing moment when they officially became the singular, irreverent idols of their generation and changed music forever..
Killer of Sheep;2007;;Oscilloscope;1 h 20 m;True;96;7.5;23;27.0;Drama;Charles Burnett;Charles Burnett;"Killer of Sheep examines the black Los Angeles ghetto of Watts in the mid-1970s through the eyes of Stan, a sensitive dreamer who is growing detached and numb from the psychic toll of working at a slaughterhouse. The film offers no solutions; it merely presents life -- sometimes hauntingly bleak, sometimes filled with transcendent joy and gentle humor.  [Milestone Film & Video]."
Nashville;1975;R;Paramount Pictures;2 h 40 m;True;96;7.9;24;28.0;Comedy, Drama, Music;Robert Altman;Joan Tewkesbury;Over the course of a few hectic days, numerous interrelated people prepare for a political convention as secrets and lies are surfaced and revealed.
Red River;1948;Approved;United Artists;2 h 13 m;True;96;7.1;15;10.0;Drama, Western;Howard Hawks, Arthur Rosson;Borden Chase, Charles Schnee;Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.
The Philadelphia Story;1940;Approved;Metro-Goldwyn-Mayer (MGM);1 h 52 m;False;96;7.8;13;39.0;Comedy, Romance;George Cukor;Donald Ogden Stewart, Philip Barry, Waldo Salt;When a rich woman's ex-husband (Cary Grant) and a tabloid-type reporter (James Stewart) turn up just before her planned remarriage, she (Katherine Hepburn) begins to learn the truth about herself.
Sansho the Bailiff;1955;Not Rated;Brandon Films;2 h 4 m;True;96;7.3;17;10.0;Drama;Kenji Mizoguchi;Ogai Mori, Fuji Yahiro, Yoshikata Yoda;When an idealistic governor disobeys the reigning feudal lord, he is cast into exile, his wife and children left to fend for themselves and eventually wrenched apart by vicious slave traders. Under Kenji Mizoguchi’s dazzling direction, this classic Japanese story became one of cinema’s greatest masterpieces, a monumental, empathetic expression of human resilience in the face of evil..
Ratatouille;2007;G;Buena Vista Pictures;1 h 51 m;True;96;8.6;37;1.0;Animation, Adventure, Comedy, Family, Fantasy;Brad Bird, Jan Pinkava;Jim Capobianco, Emily Cook, Kathy Greenberg, Bob Peterson, Brad Bird, Jan Pinkava;Despite his sensational sniffer and sophisticated palate, Remy's dreams of becoming a chef seem hopeless due to one small detail--he's a rat! Through a twist of fate, he ends up in the world-famous restaurant of his late hero, Auguste Gusteau. With a dash of culinary courage and the help of garbage boy Linguini, Remy whips up exquisite meals that impress even the nasty chef Skinner and food critic Anton Ego. Together they conquer the kitchen and prove that big dreams can come true no matter how small you are. [Disney].
The Grapes of Wrath;1940;Approved;Twentieth Century Fox;2 h 9 m;True;96;8.4;16;76.0;Drama;John Ford;Nunnally Johnson, John Steinbeck;A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.
Snow White and the Seven Dwarfs;1938;G;RKO Radio Pictures;1 h 23 m;True;96;8.1;15;207.0;Animation, Adventure, Family, Fantasy, Musical, Romance;William Cottrell, David Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen;Jacob Grimm, Wilhelm Grimm, Ted Sears, Richard Creedon, Dick Rickard, Dorothy Ann Blank, Merrill De Maris, Earl Hurd, Otto Englander, Webb Smith;Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.
Children of Paradise (1945);2012;Not Rated;Tricolore;3 h 9 m;True;96;8.0;20;21.0;Drama, Romance;Marcel Carné;Jacques Prévert;Children of Paradise is the tale of a woman loved by four different men. Deftly entwining theater, literature, music, and design, director Marcel Carné and screenwriter Jacques Prévert resurrect the tumultuous world of nineteenth-century Paris, teeming with hucksters and aristocrats, thieves and courtesans, pimps and seers. (Janus Films)
Mean Streets;1973;R;Warner Bros.;1 h 52 m;False;96;7.3;11;105.0;Crime, Drama, Thriller;Martin Scorsese;Mardik Martin, Martin Scorsese;Charlie (Harvey Keitel) is working his way up the ranks of a local mob. Teresa (Amy Robinson) is the girlfriend his family deems unsuitable because of her epilepsy. Johnny Boy (Robert De Niro) is a small-time gambler in big-time debt to loan sharks. This is a story Martin Scorsese lived, a semi-biographical tale of the first-generation sons and daughters of New York's Little Italy. [Warner Bros.].
The Lady Eve;1941;Approved;Paramount Pictures;1 h 34 m;True;96;7.6;17;16.0;Comedy, Romance;Preston Sturges;Monckton Hoffe, Preston Sturges;A trio of classy card sharks targets the socially awkward heir to brewery millions for his money, until one of them falls in love with him.
Here;2024;;The Cinema Guild;1 h 22 m;False;96;6.2;8;19.0;Drama;Bas Devos;Bas Devos;Stefan, a Romanian construction worker living in Brussels, is about to return home to visit his mother, and maybe stay...longer. Using the leftovers from his fridge, he cooks up a big pot of soup and begins handing it out as farewell gifts to friends and family. But while waiting for his car to be fixed, he meets Shuxiu, a Belgian-Chinese woman preparing a doctorate on mosses. Her attention to the near-invisible stops him in his tracks..
Gravity;2013;PG-13;Warner Bros.;1 h 31 m;True;96;7.8;49;3.0;Drama, Sci-Fi, Thriller;Alfonso Cuarón;Jonás Cuarón, Alfonso Cuarón;Dr. Ryan Stone (Sandra Bullock) is a brilliant medical engineer on her first shuttle mission, with veteran astronaut Matt Kowalsky (George Clooney) in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The shuttle is destroyed, leaving Stone and Kowalsky completely alone - tethered to nothing but each other and spiraling out into the blackness. The deafening silence tells them they have lost any link to Earth - and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space..
Fantasia;1940;Approved;Walt Disney Productions;2 h 4 m;True;96;8.2;18;136.0;Animation, Family, Fantasy, Music, Musical;James Algar, Samuel Armstrong, Ford Beebe Jr., Norman Ferguson, David Hand, Jim Handley, T. Hee, Wilfred Jackson, Hamilton Luske, Bill Roberts, Paul Satterfield, Ben Sharpsteen;Otto Englander, Leo Thiele, Robert Sterner, John McLeish, Campbell Grant, Webb Smith, Erdman Penner, Joseph Sabo;A collection of animated interpretations of great works of Western classical music.
Beauty and the Beast;1991;G;Buena Vista Pictures Distribution;1 h 24 m;True;95;8.3;22;392.0;Animation, Family, Fantasy, Musical, Romance;Gary Trousdale, Kirk Wise;Linda Woolverton, Brenda Chapman, Chris Sanders, Burny Mattinson, Kevin Harkey, Brian Pimental, Bruce Woodside, Joe Ranft, John Sanford, Jeanne-Marie Leprince de Beaumont, Robert Lence, Kelly Asbury, Tom Ellery, Gabrielle-Suzanne Barbot de Villeneuve;This 'tale as old as time' follows the adventures of Belle, a bright young woman who finds herself imprisoned in a castle of a mysterious beast. With the assistance of the castle's enchanted staff, a delightful and tender romance develops between these two unlikely friends and Belle soon learns the most important lesson of all - that true beauty comes from within..
Small Axe: Lovers Rock;2020;TV-MA;Amazon Prime Video;1 h 10 m;True;95;6.0;27;60.0;Drama, History;Steve McQueen;Courttia Newland, Rebecca Lenkiewicz, Steve McQueen;A single evening at a house party in 1980s West London sets the scene, developing intertwined relationships against a background of violence, romance and music.
The Bride of Frankenstein;1935;Approved;Universal Pictures;1 h 15 m;True;95;7.8;16;48.0;Drama, Horror, Sci-Fi;James Whale;Mary Shelley, William Hurlbut, John L. Balderston, Josef Berne, Lawrence G. Blochman, Robert Florey, Philip MacDonald, Tom Reed, R.C. Sherriff, Edmund Pearson, Morton Covan;Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.
Don't Look Now;1973;R;Paramount Pictures;1 h 50 m;True;95;6.9;27;38.0;Drama, Horror, Mystery, Thriller;Nicolas Roeg;Daphne Du Maurier, Allan Scott, Chris Bryant;A married couple grieving the recent death of their young daughter are in Venice when they encounter two elderly sisters, one of whom is psychic and brings a warning from beyond.
The Social Network;2010;PG-13;Columbia Pictures;;True;95;8.2;42;2.0;Biography, Drama;David Fincher;Aaron Sorkin, Ben Mezrich;On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg (Jesse Eisenberg) sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications. [Columbia Pictures].
My Fair Lady;1964;Approved;Warner Bros.;2 h 50 m;True;95;7.5;15;54.0;Drama, Family, Musical, Romance;George Cukor;Alan Jay Lerner, George Bernard Shaw;A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.
Portrait of a Lady on Fire;2019;R;Neon;2 h 2 m;True;95;8.4;48;384.0;Drama, Romance;Céline Sciamma;Céline Sciamma;France, 1760. Marianne is commissioned to paint the wedding portrait of Héloïse, a young woman who has just left the convent. Because she is a reluctant bride-to-be, Marianne arrives under the guise of companionship, observing Héloïse by day and secretly painting her by firelight at night. As the two women orbit one another, intimacy and attraction grow as they share Héloïse’s first moments of freedom. Héloïse's portrait soon becomes a collaborative act of and testament to their love.  .
I Am Not Your Negro;2016;PG-13;Magnolia Pictures;1 h 33 m;True;95;5.3;36;205.0;Documentary, History;Raoul Peck;James Baldwin, Raoul Peck;Director Raoul Peck envisions the book James Baldwin never finished - a radical narration about race in America, using the writer’s original words. He draws upon James Baldwin’s notes on the lives and assassinations of Medgar Evers, Malcolm X, and Martin Luther King Jr to explore and bring a fresh and radical perspective to the current racial narrative in America. [Magnolia Pictures].
Woodstock;1970;R;Warner Bros.;3 h 4 m;False;95;7.9;9;9.0;Documentary, History, Music;Michael Wadleigh;;It happened on a small farm in upstate New York, for three remarkable days of mud and happiness in 1969, when over half a million people came together to celebrate life, love, and music--Woodstock. One camera crew was there, in the middle of everything, recording the live performances of many of the greatest singers and musicians of the era, and the joy, peace and rock 'n' roll experienced by hundreds of thousands. .
Aftersun;2022;R;A24;1 h 42 m;True;95;8.0;46;196.0;Drama;Charlotte Wells;Charlotte Wells;Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between miniDV footage as she tries to reconcile the father she knew with the man she didn’t.
Rocks;2021;TV-MA;Altitude Film Entertainment;1 h 33 m;True;95;6.8;15;46.0;Drama;Sarah Gavron;Theresa Ikoko, Claire Wilson;A teenage girl suddenly finds herself struggling to take care of herself and her younger brother.
Amour;2012;PG-13;Sony Pictures Classics;2 h 7 m;True;95;8.1;45;359.0;Drama;Michael Haneke;Michael Haneke;Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has an attack. The couple's bond of love is severely tested. [Sony Pictures Classics]
The Hurt Locker;2009;R;Summit Entertainment;2 h 11 m;True;95;7.6;37;964.0;Drama, Thriller, War;Kathryn Bigelow;Mark Boal;When a new sergeant, James (Jeremy Renner), takes over a highly trained bomb disposal team amidst violent conflict, he surprises his two subordinates, Sanborn (Anthony Mackie) and Eldridge (Brian Geraghty), by recklessly plunging them into a deadly game of urban combat. James behaves as if he's indifferent to death. As the men struggle to control their wild new leader, the city explodes into chaos, and James' true character reveals itself in a way that will change each man forever. [Summit Entertainment].
Anatomy of a Murder;1959;Approved;Columbia Pictures;2 h 41 m;True;95;8.2;15;37.0;Drama, Mystery;Otto Preminger;Wendell Mayes, John D. Voelker;In a murder trial, the defendant says he suffered temporary insanity after the victim raped his wife. What is the truth, and will he win his case?
Pulp Fiction;1994;R;Fathom Events;2 h 34 m;True;95;9.0;27;3.0;Crime, Drama;Quentin Tarantino;Roger Avary, Quentin Tarantino;Several inter-locking stories of crime and intrigue form a temporal mosaic set in the Los Angeles underworld.
Zero Dark Thirty;2012;R;Columbia Pictures;2 h 37 m;True;95;7.0;46;1.0;Drama, History, Thriller;Kathryn Bigelow;Mark Boal;For a decade, an elite team of intelligence and military operatives, working in secret across the globe, devoted themselves to a single goal: to find and eliminate Osama bin Laden. [Columbia Pictures]
Do Not Expect Too Much From the End of the World;2024;;MUBI;2 h 43 m;True;95;5.8;20;5.0;Comedy;Radu Jude;Radu Jude;An overworked and underpaid production assistant must drive around the city of Bucharest to film the casting for a workplace safety video commissioned by a multinational company. When one of her interviewees makes a statement that ignites a scandal she is forced to re-invent the whole story. [MUBI]
Collective;2020;Not Rated;Participant;1 h 49 m;True;95;7.6;24;61.0;Documentary, Crime;Alexander Nanau;Antoaneta Opris, Alexander Nanau;Collective follows a heroic team of journalists as they uncover shocking, widespread corruption. After a deadly nightclub fire, the mysterious death of the owner of a powerful pharmaceutical firm, and the quiet resignation of a health minister—seemingly unrelated events, all within weeks of each other—the team of intrepid reporters exposes a much larger, much more explosive political scandal. COLLECTIVE is a fast-paced, real-time detective story about truth, accountability, and the value of an independent press in partisan times..
A Separation;2011;PG-13;Sony Pictures Classics;2 h 3 m;True;95;8.7;41;788.0;Drama;Asghar Farhadi;Asghar Farhadi;"Set in contemporary Iran, A Separation is a compelling drama about the dissolution of a marriage. Simin wants to leave Iran with her husband Nader and daughter Termeh. Simin sues for divorce when Nader refuses to leave behind his Alzheimer-suffering father. Her request having failed, Simin returns to her parents' home, but Termeh decides to stay with Nader. When Nader hires a young woman to assist with his father in his wife's absence, he hopes that his life will return to a normal state. However, when he discovers that the new maid has been lying to him, he realizes that there is more on the line than just his marriage. [Sony Pictures Classic]

."
Double Indemnity;1944;Approved;Paramount Pictures;1 h 47 m;True;95;8.6;18;87.0;Crime, Drama, Film-Noir, Mystery, Thriller;Billy Wilder;Raymond Chandler, James M. Cain, Billy Wilder;An insurance representative lets himself be talked into a murder/insurance fraud scheme that arouses an insurance investigator's suspicions.
Sunrise;1927;Passed;Fox Film Corporation;1 h 34 m;True;95;7.3;19;6.0;Drama, Romance;F.W. Murnau;Carl Mayer, Hermann Sudermann, Katherine Hilliker, H.H. Caldwell;A sophisticated urban woman seduces a farmer in the hopes that he will murder his neglected wife and join her in the city, but he ends up rekindling his romance with his wife when she discovers their scheme.
